ID,slng,slat,elng,elat,duration,distance,elevation_difference,temperature,windSpeed,day_week,hour_day,restaurant,public facility,medical,accommodation,tourist attraction,transportation,education,TripType
6006,8.499265,47.401852,8.488108,47.391366,591,1437,66,4,7,0,9,1,1,0,0,0,3,0,2
6007,8.558096,47.413032,8.537816,47.413514,923,1527,-14,2,6,0,7,2,1,0,0,0,1,1,2
6008,8.501312,47.379686,8.514841,47.370238,1372,1463,-16,9,4,0,15,0,1,0,0,0,3,0,2
6009,8.539046,47.368064,8.523549,47.392347,1619,2941,13,8,24,1,23,0,2,0,0,0,1,0,2
6010,8.525782,47.365194,8.536068,47.377502,572,1573,12,6,13,1,16,1,8,0,0,0,0,0,2
6011,8.510788,47.362209,8.516676,47.375819,658,1577,20,8,7,1,17,6,3,1,0,0,1,0,2
6012,8.545505,47.373675,8.519782,47.37497,463,1942,5,10,11,0,11,1,2,0,0,0,0,0,2
6013,8.541251,47.378982,8.542036,47.394007,491,1672,-75,5,7,1,15,0,1,0,0,0,0,1,2
6014,8.536068,47.377502,8.516257,47.367656,651,1851,-32,13,13,0,18,0,1,0,0,0,0,0,2
6015,8.536068,47.377502,8.520371,47.358664,597,2405,-16,11,48,0,21,0,1,0,0,0,0,0,2
6016,8.515633,47.379584,8.542036,47.394007,822,2554,-70,3,2,1,8,0,1,0,0,0,0,1,2
6017,8.546464,47.403822,8.523818,47.377148,3050,3421,54,10,24,0,20,2,2,0,0,0,0,0,2
6018,8.536068,47.377502,8.514138,47.374206,856,1692,-13,12,26,0,21,3,0,1,0,0,2,0,2
6019,8.512381,47.393409,8.536101,47.371083,896,3058,-6,2,6,0,7,3,0,0,0,0,0,0,2
6020,8.544185,47.412732,8.538067,47.415721,339,568,2,5,20,0,16,0,2,0,0,0,0,0,2
6021,8.531935,47.384918,8.518432,47.369549,3921,1989,-7,7,4,1,19,0,0,0,0,0,2,0,2
6022,8.522117,47.394554,8.537729,47.379719,1112,2025,11,2,32,0,16,0,0,0,0,0,1,0,2
6023,8.548519,47.376756,8.528647,47.382083,750,1609,47,8,15,0,16,1,2,0,0,0,1,0,2
6024,8.520449,47.388151,8.543768,47.411057,1276,3093,-42,1,2,1,22,1,2,0,1,0,4,0,2
6025,8.539046,47.368064,8.522117,47.394554,1154,3210,-3,12,26,0,14,0,1,0,0,0,0,0,2
6026,8.51817,47.391784,8.516676,47.375819,403,1779,-6,8,4,0,14,6,3,1,0,0,1,0,2
6027,8.544935,47.366752,8.510788,47.362209,2417,2621,-23,12,9,0,12,0,0,0,0,0,1,0,2
6028,8.518982,47.386741,8.532432,47.381174,1963,1187,1,13,11,0,15,0,0,0,0,0,2,0,2
6029,8.518143,47.363148,8.548519,47.376756,1069,2743,-32,3,11,1,8,1,2,0,0,0,3,1,2
6030,8.519782,47.37497,8.536068,47.377502,496,1258,6,3,6,0,10,1,8,0,0,0,0,0,2
6031,8.547901,47.375556,8.560476,47.368199,425,1251,6,7,4,1,19,1,1,0,0,0,3,0,2
6032,8.528796,47.383858,8.525782,47.365194,1015,2088,-10,11,28,0,8,0,1,0,0,0,2,0,2
6033,8.523549,47.392347,8.531935,47.384918,612,1040,-7,4,4,0,20,0,5,0,0,0,4,0,2
6034,8.528796,47.383858,8.537729,47.379719,324,815,-1,0,4,1,6,0,0,0,0,0,1,0,2
6035,8.493822,47.398555,8.486002,47.396401,284,636,2,4,20,0,7,0,0,0,0,0,1,0,2
6036,8.537729,47.379719,8.518982,47.386741,1409,1613,4,6,4,0,23,2,1,0,0,0,3,0,2
6037,8.522117,47.394554,8.512381,47.393409,1811,744,20,8,9,1,16,1,0,0,0,0,1,0,2
6038,8.528796,47.383858,8.528074,47.393309,621,1052,-21,4,15,1,0,0,1,0,0,0,1,0,2
6039,8.533265,47.412873,8.554114,47.365119,1873,5537,10,6,17,0,16,4,1,0,0,0,2,0,2
6040,8.526158,47.356387,8.539046,47.368064,711,1621,13,4,6,0,10,0,1,0,0,0,1,0,2
6041,8.520482,47.37209,8.531836,47.378548,595,1117,12,5,19,1,7,0,0,0,0,0,1,1,2
6042,8.542726,47.379952,8.523818,47.377148,3910,1457,2,2,4,1,11,2,2,0,0,0,0,0,2
6043,8.536101,47.371083,8.543447,47.375933,1658,773,-1,2,4,0,9,20,2,0,0,0,2,0,2
6044,8.592144,47.412103,8.596202,47.397885,775,1610,-10,2,19,0,7,0,0,0,0,0,8,0,2
6045,8.523818,47.377148,8.525782,47.365194,673,1337,-6,2,4,0,6,0,1,0,0,0,2,0,2
6046,8.534227,47.360004,8.547904,47.384902,1036,2954,-73,6,6,1,15,1,4,0,1,0,0,0,2
6047,8.536068,47.377502,8.510788,47.362209,226,2553,-24,1,11,0,6,0,0,0,0,0,1,0,2
6048,8.486002,47.396401,8.537729,47.379719,2095,4313,-13,4,6,0,10,0,0,0,0,0,1,0,2
6049,8.542146,47.387698,8.541251,47.378982,681,971,55,11,30,0,18,0,3,0,0,0,2,0,2
6050,8.525602,47.374241,8.542726,47.379952,709,1437,-4,3,2,1,8,1,1,0,0,0,3,0,2
6051,8.622367,47.400393,8.593612,47.417668,820,2893,-20,8,2,0,10,0,0,0,0,0,1,0,2
6052,8.525782,47.365194,8.49163,47.389823,721,3757,21,5,20,0,16,0,1,0,0,0,0,0,2
6053,8.53001,47.372475,8.536068,47.377502,275,721,5,4,7,0,15,1,8,0,0,0,0,0,2
6054,8.528647,47.382083,8.518982,47.386741,487,893,1,9,6,0,16,2,1,0,0,0,3,0,2
6055,8.506823,47.407812,8.548519,47.376756,2727,4667,70,4,7,1,11,1,2,0,0,0,3,1,2
6056,8.547901,47.375556,8.541239,47.375991,678,504,41,5,4,0,20,6,2,0,0,0,0,0,2
6057,8.514138,47.374206,8.52306,47.359872,451,1730,-1,1,2,1,20,0,0,0,0,0,2,0,2
6058,8.530615,47.36479,8.525782,47.365194,220,367,-5,3,4,1,7,0,1,0,0,0,2,0,2
6059,8.536068,47.377502,8.528647,47.382083,618,756,0,10,6,0,21,1,2,0,0,0,1,0,2
6060,8.499265,47.401852,8.506823,47.407812,474,873,-61,12,13,0,11,4,2,0,0,0,1,1,2
6061,8.552432,47.380176,8.533647,47.39808,808,2442,38,10,9,0,8,0,1,0,0,0,10,0,2
6062,8.552818,47.414558,8.548519,47.376756,831,4216,-23,11,6,0,9,1,2,0,0,0,3,1,2
6063,8.536101,47.371083,8.523306,47.368939,1533,993,-8,6,6,0,19,0,1,0,0,0,0,0,2
6064,8.537729,47.379719,8.514605,47.389862,633,2074,8,-2,6,1,8,0,2,0,0,0,1,0,2
6065,8.488108,47.391366,8.516692,47.389777,752,2159,-6,4,15,0,7,0,1,0,2,0,1,0,2
6066,8.508131,47.420757,8.537816,47.413514,755,2374,18,11,4,0,14,2,1,0,0,0,1,1,2
6067,8.518143,47.363148,8.548519,47.376756,816,2743,-32,8,7,0,7,1,2,0,0,0,3,1,2
6068,8.530437,47.37271,8.534843,47.362594,1051,1173,0,7,4,0,13,0,4,0,0,1,0,0,2
6069,8.538633,47.373935,8.527138,47.387531,640,1742,7,3,2,1,8,0,1,0,0,0,0,0,2
6070,8.604951,47.404646,8.62726,47.40245,753,1697,-5,12,20,0,13,0,0,0,0,0,2,0,2
6071,8.537546,47.391289,8.546464,47.403822,901,1547,-15,11,13,0,1,0,1,0,0,0,0,0,2
6072,8.506823,47.407812,8.510418,47.381356,893,2954,115,8,15,0,17,0,3,0,0,0,0,0,2
6073,8.544935,47.366752,8.541453,47.397293,583,3406,-70,10,7,0,17,2,1,0,1,0,2,0,2
6074,8.548519,47.376756,8.560476,47.368199,487,1310,4,13,35,0,17,1,1,0,0,0,3,0,2
6075,8.543447,47.375933,8.528074,47.393309,932,2252,-22,14,13,0,15,0,1,0,0,0,1,0,2
6076,8.510405,47.389934,8.518143,47.363148,1404,3035,-20,9,4,0,11,1,5,0,0,0,3,0,2
6077,8.560922,47.361907,8.548519,47.376756,556,1897,-12,4,22,0,8,1,2,0,0,0,3,1,2
6078,8.542036,47.394007,8.516676,47.375819,1681,2781,72,6,4,1,17,6,3,1,0,0,1,0,2
6079,8.526158,47.356387,8.531836,47.378548,790,2501,28,3,6,1,9,0,0,0,0,0,1,1,2
6080,8.536433,47.388689,8.543447,47.375933,492,1514,26,6,4,1,17,20,2,0,0,0,2,0,2
6081,8.544935,47.366752,8.51817,47.391784,2225,3436,3,10,11,0,11,1,0,0,0,0,1,0,2
6082,8.535718,47.359675,8.548519,47.376756,794,2130,-48,12,9,0,14,1,2,0,0,0,3,1,2
6083,8.560922,47.361907,8.560587,47.350578,5367,1260,39,8,7,0,11,0,0,0,0,0,4,0,2
6084,8.541453,47.397293,8.542036,47.394007,2980,368,-5,4,6,0,23,0,1,0,0,0,0,1,2
6085,8.541453,47.397293,8.548519,47.376756,955,2345,24,6,4,1,11,1,2,0,0,0,3,1,2
6086,8.547195,47.382089,8.536068,47.377502,466,981,66,2,6,0,9,1,8,0,0,0,0,0,2
6087,8.520449,47.388151,8.531836,47.378548,397,1369,0,5,19,1,7,0,0,0,0,0,1,1,2
6088,8.539046,47.368064,8.548562,47.36691,526,728,5,4,7,0,15,7,4,0,0,0,2,0,2
6089,8.530615,47.36479,8.52306,47.359872,170,789,-7,2,6,1,18,0,0,0,0,0,2,0,2
6090,8.533265,47.412873,8.508131,47.420757,739,2084,-18,4,4,0,16,2,1,0,0,0,4,0,2
6091,8.541541,47.413733,8.538067,47.415721,250,342,-1,11,30,0,18,0,2,0,0,0,0,0,2
6092,8.536101,47.371083,8.53001,47.372475,337,484,-5,3,4,1,7,3,1,1,0,0,0,0,2
6093,8.535082,47.345248,8.544935,47.366752,801,2504,-3,-3,2,1,7,5,1,2,0,0,5,0,2
6094,8.536068,47.377502,8.52306,47.359872,405,2192,-14,13,35,0,17,0,0,0,0,0,2,0,2
6095,8.548519,47.376756,8.541251,47.378982,397,601,46,6,13,1,16,0,3,0,0,0,2,0,2
6096,8.604951,47.404646,8.596202,47.397885,462,999,-5,2,6,0,9,0,0,0,0,0,8,0,2
6097,8.54203,47.366923,8.515633,47.379584,904,2436,-8,7,4,0,13,0,3,1,0,0,0,0,2
6098,8.536068,47.377502,8.531334,47.371359,318,771,-5,7,13,0,10,0,2,0,0,0,2,0,2
6099,8.486284,47.387685,8.51817,47.391784,888,2443,-2,2,4,0,6,1,0,0,0,0,1,0,2
6100,8.518432,47.369549,8.507056,47.371455,1179,882,0,12,7,0,17,0,0,0,0,0,1,0,2
6101,8.528074,47.393309,8.523722,47.3899,299,501,23,0,2,0,7,0,1,0,0,0,1,0,2
6102,8.543447,47.375933,8.547195,47.382089,123,740,-65,4,2,1,20,0,0,0,0,0,1,0,2
6103,8.548519,47.376756,8.530437,47.37271,543,1434,42,2,19,0,17,1,2,1,0,0,0,0,2
6104,8.534974,47.402164,8.548519,47.376756,870,3004,8,5,30,0,5,1,2,0,0,0,3,1,2
6105,8.515252,47.381915,8.518143,47.363148,553,2098,-12,9,22,0,4,1,5,0,0,0,3,0,2
6106,8.515558,47.371868,8.531836,47.378548,2200,1433,16,0,2,0,1,0,0,0,0,0,1,1,2
6107,8.497982,47.381447,8.515558,47.371868,363,1699,-10,6,19,0,14,1,1,0,0,0,2,0,2
6108,8.530437,47.37271,8.528049,47.347701,3093,2787,-19,0,2,1,8,0,1,0,1,0,0,0,2
6109,8.490837,47.386596,8.491061,47.392336,560,638,8,9,24,0,19,0,0,0,0,0,1,0,2
6110,8.520482,47.37209,8.531836,47.378548,622,1117,12,11,28,0,8,0,0,0,0,0,1,1,2
6111,8.512381,47.393409,8.548519,47.376756,1243,3291,-53,4,22,0,13,1,2,0,0,0,3,1,2
6112,8.542036,47.394007,8.528553,47.37423,741,2422,67,12,7,0,13,3,3,0,0,0,1,0,2
6113,8.538067,47.415721,8.544185,47.412732,507,568,-2,2,9,0,4,0,1,0,0,0,0,0,2
6114,8.530437,47.37271,8.518143,47.363148,668,1410,-10,8,7,0,2,1,5,0,0,0,3,0,2
6115,8.545602,47.417701,8.531836,47.378548,1755,4475,34,-2,0,1,6,0,0,0,0,0,1,1,2
6116,8.497982,47.381447,8.528049,47.347701,1069,4383,-22,2,2,1,21,0,1,0,1,0,0,0,2
6117,8.547901,47.375556,8.541251,47.378982,919,629,48,3,24,0,15,0,3,0,0,0,2,0,2
6118,8.533736,47.366904,8.525782,47.365194,356,628,-2,7,13,0,15,0,1,0,0,0,2,0,2
6119,8.535082,47.345248,8.52306,47.359872,2830,1861,-16,8,28,0,18,0,0,0,0,0,2,0,2
6120,8.510405,47.389934,8.486002,47.396401,606,1973,5,4,6,1,12,0,0,0,0,0,1,0,2
6121,8.541541,47.413733,8.545602,47.417701,460,537,1,5,4,0,20,0,0,0,0,0,1,0,2
6122,8.522117,47.394554,8.510418,47.381356,518,1712,12,13,30,0,18,0,3,0,0,0,0,0,2
6123,8.499265,47.401852,8.525782,47.365194,1263,4539,44,2,6,0,7,0,1,0,0,0,2,0,2
6124,8.526158,47.356387,8.536068,47.377502,1245,2464,24,3,13,1,9,1,8,0,0,0,0,0,2
6125,8.542146,47.387698,8.538633,47.373935,761,1553,48,9,7,0,12,5,0,0,0,0,1,0,2
6126,8.547195,47.382089,8.547904,47.384902,342,317,-9,2,15,0,17,1,4,0,1,0,0,0,2
6127,8.514841,47.370238,8.498196,47.385919,1064,2147,23,6,28,0,13,0,1,0,0,0,0,0,2
6128,8.541251,47.378982,8.51817,47.391784,574,2246,3,9,4,0,11,1,0,0,0,0,1,0,2
6129,8.536433,47.388689,8.542726,47.379952,292,1081,19,6,4,1,11,1,1,0,0,0,3,0,2
6130,8.548562,47.36691,8.535718,47.359675,557,1258,7,4,15,0,7,0,1,0,0,0,0,0,2
6131,8.543768,47.411057,8.549356,47.408827,882,488,4,10,9,0,8,1,0,0,0,0,0,0,2
6132,8.549356,47.408827,8.561746,47.418472,1115,1421,19,9,11,0,17,0,1,0,0,0,1,0,2
6133,8.548045,47.370869,8.541251,47.378982,720,1037,14,6,15,0,10,0,3,0,0,0,2,0,2
6134,8.494127,47.383639,8.50373,47.396172,916,1570,12,13,35,0,17,0,0,0,0,0,0,1,2
6135,8.541453,47.397293,8.539016,47.405751,3005,958,23,6,6,1,12,0,1,0,0,0,0,0,2
6136,8.531334,47.371359,8.525782,47.365194,804,803,-7,5,20,0,16,0,1,0,0,0,2,0,2
6137,8.542726,47.379952,8.547901,47.375556,414,625,-41,7,11,0,17,0,1,0,0,0,0,2,2
6138,8.541541,47.413733,8.558096,47.413032,802,1248,16,12,7,0,17,0,1,0,0,0,0,0,2
6139,8.531836,47.378548,8.520168,47.378556,826,879,-5,1,7,1,19,0,1,0,1,0,0,0,2
6140,8.520482,47.37209,8.514176,47.366371,371,794,-16,10,13,0,13,0,1,0,0,0,0,0,2
6141,8.496727,47.378521,8.49038,47.381591,2914,587,0,3,19,0,20,0,1,0,0,0,0,0,2
6142,8.541453,47.397293,8.528647,47.382083,948,1947,71,12,48,0,17,1,2,0,0,0,1,0,2
6143,8.531935,47.384918,8.541453,47.397293,318,1551,-66,2,7,1,12,2,1,0,1,0,2,0,2
6144,8.518143,47.363148,8.539882,47.374785,1887,2087,11,10,9,0,14,4,0,0,0,0,0,0,2
6145,8.496727,47.378521,8.520482,47.37209,579,1926,-7,6,4,1,11,0,2,0,0,0,0,0,2
6146,8.491061,47.392336,8.515558,47.371868,1013,2929,-25,11,19,0,12,1,1,0,0,0,2,0,2
6147,8.52306,47.359872,8.531836,47.378548,821,2179,18,12,43,0,6,0,0,0,0,0,1,1,2
6148,8.507056,47.371455,8.514605,47.389862,787,2124,17,-2,0,1,6,0,2,0,0,0,1,0,2
6149,8.544935,47.366752,8.535718,47.359675,661,1049,2,4,19,0,8,0,1,0,0,0,0,0,2
6150,8.541251,47.378982,8.525782,47.365194,700,1926,-11,-3,2,1,7,0,1,0,0,0,2,0,2
6151,8.548519,47.376756,8.554114,47.365119,881,1361,28,13,35,0,17,4,1,0,0,0,2,0,2
6152,8.53545,47.382798,8.510405,47.389934,940,2046,8,10,13,0,13,0,1,0,0,0,0,0,2
6153,8.541251,47.378982,8.491061,47.392336,5817,4060,14,1,2,0,10,0,0,0,0,0,1,0,2
6154,8.541251,47.378982,8.52174,47.365272,778,2117,-7,13,30,0,18,0,1,0,0,0,0,0,2
6155,8.541251,47.378982,8.515633,47.379584,660,1930,-5,14,15,0,16,0,3,1,0,0,0,0,2
6156,8.525602,47.374241,8.536068,47.377502,1225,868,4,-3,7,1,8,1,8,0,0,0,0,0,2
6157,8.514841,47.370238,8.53001,47.372475,738,1169,16,-3,2,1,7,3,1,1,0,0,0,0,2
6158,8.539046,47.368064,8.491061,47.392336,1133,4510,24,4,4,0,10,0,0,0,0,0,1,0,2
6159,8.558096,47.413032,8.548519,47.376756,1558,4098,-32,2,6,0,8,1,2,0,0,0,3,1,2
6160,8.536068,47.377502,8.525782,47.365194,721,1573,-12,8,4,0,17,0,1,0,0,0,2,0,2
6161,8.536068,47.377502,8.523548,47.371666,366,1145,-5,4,6,0,23,4,3,0,0,0,5,0,2
6162,8.548519,47.376756,8.55033,47.407098,746,3377,11,5,11,1,16,0,2,0,0,0,1,0,2
6163,8.533314,47.37311,8.525782,47.365194,2644,1047,-7,5,24,0,11,0,1,0,0,0,2,0,2
6164,8.548519,47.376756,8.518143,47.363148,1219,2743,32,5,20,0,16,1,5,0,0,0,3,0,2
6165,8.49163,47.389823,8.486284,47.387685,1595,467,-5,1,4,1,7,0,2,0,1,0,1,0,2
6166,8.528647,47.382083,8.528074,47.393309,813,1249,-23,6,6,0,19,0,1,0,0,0,1,0,2
6167,8.531334,47.371359,8.525782,47.365194,416,803,-7,4,4,0,16,0,1,0,0,0,2,0,2
6168,8.552432,47.380176,8.545296,47.409962,734,3355,63,12,26,0,21,4,1,0,0,0,2,0,2
6169,8.52306,47.359872,8.523548,47.371666,824,1312,9,4,6,1,14,4,3,0,0,0,5,0,2
6170,8.49163,47.389823,8.497982,47.381447,675,1047,-11,10,30,0,16,0,1,0,0,0,0,0,2
6171,8.546464,47.403822,8.542146,47.387698,691,1822,4,5,11,1,16,0,3,0,0,0,0,0,2
6172,8.520449,47.388151,8.499265,47.401852,776,2205,-60,11,30,0,18,1,6,3,0,0,6,0,2
6173,8.499265,47.401852,8.491061,47.392336,1061,1225,69,6,6,1,12,0,0,0,0,0,1,0,2
6174,8.554114,47.365119,8.52174,47.365272,937,2438,11,-2,6,1,8,0,1,0,0,0,0,0,2
6175,8.596202,47.397885,8.572126,47.403999,651,1935,0,4,11,0,20,0,3,0,0,0,2,0,2
6176,8.548519,47.376756,8.506823,47.407812,962,4667,-70,10,11,0,11,4,2,0,0,0,1,1,2
6177,8.52174,47.365272,8.531836,47.378548,596,1661,12,-2,0,1,6,0,0,0,0,0,1,1,2
6178,8.541251,47.378982,8.506474,47.418832,3440,5146,-53,0,2,0,0,0,0,0,1,0,3,0,2
6179,8.539046,47.368064,8.548562,47.36691,432,728,5,8,15,0,15,7,4,0,0,0,2,0,2
6180,8.58841,47.40158,8.596202,47.397885,333,716,-3,2,7,0,18,0,0,0,0,0,8,0,2
6181,8.535718,47.359675,8.539046,47.368064,852,966,-12,4,7,0,15,0,1,0,0,0,1,0,2
6182,8.554397,47.369015,8.537729,47.379719,896,1730,19,6,2,0,22,0,0,0,0,0,1,0,2
6183,8.491061,47.392336,8.520449,47.388151,588,2261,-9,5,30,0,6,3,3,0,0,0,0,0,2
6184,8.535718,47.359675,8.535119,47.355189,226,501,2,10,30,0,16,0,1,0,0,0,0,0,2
6185,8.52174,47.365272,8.52689,47.3767,763,1329,3,11,6,0,16,7,4,0,1,0,2,0,2
6186,8.525602,47.374241,8.54203,47.366923,1191,1481,6,11,11,1,16,1,3,0,0,3,1,0,2
6187,8.496727,47.378521,8.52689,47.3767,709,2280,-4,7,4,0,20,7,4,0,1,0,2,0,2
6188,8.527298,47.370141,8.525782,47.365194,474,562,-4,3,6,1,12,0,1,0,0,0,2,0,2
6189,8.536068,47.377502,8.520449,47.388151,670,1669,4,3,11,1,5,3,3,0,0,0,0,0,2
6190,8.499265,47.401852,8.516692,47.389777,358,1877,60,12,7,0,13,0,1,0,2,0,1,0,2
6191,8.525782,47.365194,8.536068,47.377502,984,1573,12,5,11,1,16,1,8,0,0,0,0,0,2
6192,8.559534,47.370839,8.548519,47.376756,195,1059,0,10,20,0,7,1,2,0,0,0,3,1,2
6193,8.52174,47.365272,8.545296,47.409962,1733,5276,-32,3,6,1,18,4,1,0,0,0,2,0,2
6194,8.533265,47.412873,8.558096,47.413032,649,1869,14,6,20,0,15,0,1,0,0,0,0,0,2
6195,8.536068,47.377502,8.510788,47.362209,793,2553,-24,4,22,0,6,0,0,0,0,0,1,0,2
6196,8.548519,47.376756,8.554397,47.369015,581,968,25,8,6,1,17,4,0,0,0,0,1,0,2
6197,8.531836,47.378548,8.523306,47.368939,1183,1247,-12,2,15,0,17,0,1,0,0,0,0,0,2
6198,8.536068,47.377502,8.53001,47.372475,1333,721,-5,3,6,1,12,3,1,1,0,0,0,0,2
6199,8.530437,47.37271,8.548519,47.376756,745,1434,-42,5,19,1,7,1,2,0,0,0,3,1,2
6200,8.533647,47.39808,8.548519,47.376756,416,2622,18,7,4,1,19,1,2,0,0,0,3,1,2
6201,8.535718,47.359675,8.554114,47.365119,489,1512,-20,9,17,1,13,4,1,0,0,0,2,0,2
6202,8.528796,47.383858,8.52714,47.372329,1116,1288,-2,10,9,0,8,2,0,0,0,0,0,0,2
6203,8.52174,47.365272,8.548045,47.370869,1082,2077,-7,4,4,0,17,1,3,0,0,0,3,0,2
6204,8.528074,47.393309,8.554397,47.369015,1084,3350,1,3,2,1,23,4,0,0,0,0,1,0,2
6205,8.563624,47.450043,8.58841,47.40158,2268,5702,-4,10,11,1,17,0,0,0,0,0,1,0,2
6206,8.548562,47.36691,8.535718,47.359675,533,1258,7,2,6,0,7,0,1,0,0,0,0,0,2
6207,8.541453,47.397293,8.528647,47.382083,978,1947,71,10,13,0,23,1,2,0,0,0,1,0,2
6208,8.596202,47.397885,8.604951,47.404646,317,999,5,-2,6,1,8,0,0,0,0,0,1,0,2
6209,8.506474,47.418832,8.559534,47.370839,686,6666,7,6,17,0,17,0,1,0,0,0,0,0,2
6210,8.535401,47.375864,8.539046,47.368064,516,910,-5,2,15,0,8,0,1,0,0,0,1,0,2
6211,8.541453,47.397293,8.558096,47.413032,669,2152,56,9,7,1,16,0,1,0,0,0,0,0,2
6212,8.535802,47.409964,8.543768,47.411057,346,612,7,1,0,0,6,1,2,0,1,0,4,0,2
6213,8.544935,47.366752,8.516692,47.389777,1355,3328,5,-3,2,1,7,0,1,0,2,0,1,0,2
6214,8.548562,47.36691,8.523818,47.377148,614,2184,0,9,11,0,12,2,2,0,0,0,0,0,2
6215,8.541541,47.413733,8.528553,47.37423,3738,4500,22,8,13,0,11,3,3,0,0,0,1,0,2
6216,8.531836,47.378548,8.523306,47.368939,417,1247,-12,6,13,1,16,0,1,0,0,0,0,0,2
6217,8.535718,47.359675,8.54203,47.366923,463,936,1,5,20,0,16,1,3,0,0,3,1,0,2
6218,8.536068,47.377502,8.515633,47.379584,803,1556,-6,13,20,0,21,0,3,1,0,0,0,0,2
6219,8.542036,47.394007,8.53001,47.372475,793,2560,71,10,7,0,7,3,1,1,0,0,0,0,2
6220,8.560922,47.361907,8.553189,47.353198,1145,1130,33,11,32,0,9,1,0,0,0,1,0,0,2
6221,8.557088,47.358557,8.53545,47.382798,708,3150,9,3,4,1,7,0,2,0,0,0,1,1,2
6222,8.506823,47.407812,8.491061,47.392336,651,2090,130,4,9,0,18,0,0,0,0,0,1,0,2
6223,8.514841,47.370238,8.518982,47.386741,1525,1861,22,12,9,0,14,2,1,0,0,0,3,0,2
6224,8.508131,47.420757,8.544185,47.412732,1001,2856,13,3,4,1,7,0,0,0,0,0,1,0,2
6225,8.544935,47.366752,8.547195,47.382089,4121,1714,-65,11,4,0,14,0,0,0,0,0,1,0,2
6226,8.554397,47.369015,8.548562,47.36691,539,498,16,13,13,0,18,7,4,0,0,0,2,0,2
6227,8.537546,47.391289,8.533647,47.39808,539,810,-20,4,7,1,11,0,1,0,0,0,10,0,2
6228,8.514605,47.389862,8.527138,47.387531,463,978,-6,4,7,1,11,0,1,0,0,0,0,0,2
6229,8.494127,47.383639,8.488108,47.391366,341,971,14,6,32,0,12,1,1,0,0,0,3,0,2
6230,8.543447,47.375933,8.548045,47.370869,611,661,-14,6,19,0,14,1,3,0,0,0,3,0,2
6231,8.514176,47.366371,8.536068,47.377502,811,2062,24,8,6,1,17,1,8,0,0,0,0,0,2
6232,8.560476,47.368199,8.548519,47.376756,383,1310,-4,4,20,0,14,1,2,0,0,0,3,1,2
6233,8.531935,47.384918,8.49038,47.381591,1132,3150,4,5,11,0,21,0,1,0,0,0,0,0,2
6234,8.498196,47.385919,8.523818,47.377148,707,2162,-8,7,6,0,12,2,2,0,0,0,0,0,2
6235,8.520449,47.388151,8.536068,47.377502,882,1669,-4,6,13,1,16,1,8,0,0,0,0,0,2
6236,8.544935,47.366752,8.534227,47.360004,781,1102,-1,1,4,1,7,2,1,0,0,0,1,0,2
6237,8.516676,47.375819,8.515252,47.381915,360,686,1,8,15,0,16,1,0,0,0,0,3,0,2
6238,8.531836,47.378548,8.544935,47.366752,643,1641,-5,12,35,0,15,5,1,2,0,0,5,0,2
6239,8.537546,47.391289,8.542036,47.394007,1636,453,-31,5,22,0,17,0,1,0,0,0,0,1,2
6240,8.531836,47.378548,8.531935,47.384918,601,708,-9,4,4,1,21,0,5,0,0,0,4,0,2
6241,8.531935,47.384918,8.528553,47.37423,645,1215,-4,8,6,1,12,3,3,0,0,0,1,0,2
6242,8.520371,47.358664,8.536068,47.377502,465,2405,16,4,4,0,16,1,8,0,0,0,0,0,2
6243,8.514605,47.389862,8.491061,47.392336,604,1794,8,5,24,1,10,0,0,0,0,0,1,0,2
6244,8.510788,47.362209,8.510488,47.377153,322,1662,20,5,11,1,16,1,2,0,0,0,0,0,2
6245,8.534227,47.360004,8.536068,47.377502,704,1951,2,2,6,0,7,1,8,0,0,0,0,0,2
6246,8.518143,47.363148,8.538633,47.373935,915,1954,7,2,6,1,10,5,0,0,0,0,1,0,2
6247,8.55033,47.407098,8.562033,47.430911,845,2790,12,3,7,1,7,0,1,0,0,0,1,0,2
6248,8.52174,47.365272,8.537971,47.364871,2985,1223,4,3,19,0,20,4,2,0,0,1,0,0,2
6249,8.558096,47.413032,8.549356,47.408827,1559,807,-19,2,0,0,9,0,1,0,0,0,0,0,2
6250,8.537816,47.413514,8.548519,47.376756,974,4166,-18,8,9,1,16,1,2,0,0,0,3,1,2
6251,8.536068,47.377502,8.510488,47.377153,3680,1927,-4,11,6,0,16,1,2,0,0,0,0,0,2
6252,8.512381,47.393409,8.542146,47.387698,1052,2329,-62,9,15,0,18,0,3,0,0,0,0,0,2
6253,8.560476,47.368199,8.542726,47.379952,941,1869,35,9,22,0,13,1,1,0,0,0,3,0,2
6254,8.553189,47.353198,8.549852,47.35594,445,395,2,0,4,0,9,0,0,0,0,1,0,0,2
6255,8.534227,47.360004,8.53545,47.382798,1038,2536,-1,1,13,0,16,0,2,0,0,0,1,1,2
6256,8.548519,47.376756,8.554114,47.365119,631,1361,28,6,6,1,15,4,1,0,0,0,2,0,2
6257,8.52689,47.3767,8.523306,47.368939,548,904,-3,6,6,1,19,0,1,0,0,0,0,0,2
6258,8.506823,47.407812,8.543768,47.411057,718,2804,79,11,7,0,13,1,2,0,1,0,4,0,2
6259,8.552432,47.380176,8.558096,47.413032,872,3678,88,10,17,0,16,0,1,0,0,0,0,0,2
6260,8.525782,47.365194,8.572126,47.403999,1547,5549,-16,6,4,1,16,0,3,0,0,0,2,0,2
