ID,slng,slat,elng,elat,duration,distance,elevation_difference,temperature,windSpeed,day_week,hour_day,restaurant,public facility,medical,accommodation,tourist attraction,transportation,education,TripType
1922,8.536068,47.377502,8.518432,47.369549,779,1596,-12,4,6,0,12,0,0,0,0,0,2,0,1
1923,8.525782,47.365194,8.52306,47.359872,382,626,-2,9,22,0,13,0,0,0,0,0,2,0,1
1924,8.543447,47.375933,8.549852,47.35594,963,2275,1,3,2,1,8,0,0,0,0,1,0,0,1
1925,8.51817,47.391784,8.527138,47.387531,400,824,-3,3,6,0,11,0,1,0,0,0,0,0,1
1926,8.535119,47.355189,8.535718,47.359675,375,501,-2,4,20,0,7,0,1,0,0,0,0,0,1
1927,8.494127,47.383639,8.53545,47.382798,1969,3113,1,10,7,0,6,0,2,0,0,0,1,1,1
1928,8.486284,47.387685,8.512381,47.393409,1213,2065,2,4,17,0,9,1,0,0,0,0,1,0,1
1929,8.519782,47.37497,8.501312,47.379686,208,1486,1,9,7,1,14,0,1,0,0,0,0,0,1
1930,8.547195,47.382089,8.542036,47.394007,650,1381,-10,9,6,0,16,0,1,0,0,0,0,1,1
1931,8.536068,47.377502,8.52174,47.365272,1421,1736,-8,8,7,1,17,0,1,0,0,0,0,0,1
1932,8.528796,47.383858,8.53545,47.382798,441,515,-1,12,9,0,14,0,2,0,0,0,1,1,1
1933,8.548519,47.376756,8.548562,47.36691,771,1095,41,4,4,0,16,7,4,0,0,0,2,0,1
1934,8.527138,47.387531,8.536068,47.377502,3538,1302,1,4,4,1,21,1,8,0,0,0,0,0,1
1935,8.544185,47.412732,8.562301,47.424155,2234,1863,19,2,6,1,18,1,0,0,0,0,0,0,1
1936,8.520168,47.378556,8.531334,47.371359,455,1161,-4,8,13,0,11,0,2,0,0,0,2,0,1
1937,8.560922,47.361907,8.549852,47.35594,505,1066,35,1,4,1,7,0,0,0,0,1,0,0,1
1938,8.486284,47.387685,8.488108,47.391366,179,432,6,3,26,0,11,1,1,0,0,0,3,0,1
1939,8.518143,47.363148,8.516676,47.375819,551,1413,11,12,13,0,11,6,3,1,0,0,1,0,1
1940,8.518982,47.386741,8.528553,47.37423,1438,1567,-10,5,28,0,14,3,3,0,0,0,1,0,1
1941,8.520168,47.378556,8.536068,47.377502,671,1203,1,10,4,0,19,1,8,0,0,0,0,0,1
1942,8.518982,47.386741,8.512381,47.393409,272,893,5,10,22,0,12,1,0,0,0,0,1,0,1
1943,8.525782,47.365194,8.548562,47.36691,700,1726,6,9,7,1,16,7,4,0,0,0,2,0,1
1944,8.528074,47.393309,8.58131,47.402801,5249,4144,5,4,28,0,13,0,1,0,0,0,0,0,1
1945,8.518432,47.369549,8.518143,47.363148,352,712,-3,10,20,0,11,1,5,0,0,0,3,0,1
1946,8.520371,47.358664,8.537729,47.379719,1058,2681,13,11,15,0,15,0,0,0,0,0,1,0,1
1947,8.531836,47.378548,8.523818,47.377148,762,623,-10,6,4,1,16,2,2,0,0,0,0,0,1
1948,8.560922,47.361907,8.531836,47.378548,1031,2867,39,3,4,1,7,0,0,0,0,0,1,1,1
1949,8.515633,47.379584,8.525782,47.365194,847,1773,-6,5,24,1,10,0,1,0,0,0,2,0,1
1950,8.544185,47.412732,8.556346,47.409547,817,981,16,12,13,0,11,1,0,0,0,0,0,0,1
1951,8.544935,47.366752,8.530615,47.36479,442,1100,-6,4,15,0,6,3,6,0,0,0,4,0,1
1952,8.533314,47.37311,8.531935,47.384918,766,1317,0,0,4,1,6,0,5,0,0,0,4,0,1
1953,8.52174,47.365272,8.514841,47.370238,990,758,-13,3,19,0,19,0,1,0,0,0,3,0,1
1954,8.544935,47.366752,8.536068,47.377502,433,1369,1,8,15,0,15,1,8,0,0,0,0,0,1
1955,8.527298,47.370141,8.536068,47.377502,611,1052,8,10,7,0,6,1,8,0,0,0,0,0,1
1956,8.514138,47.374206,8.531836,47.378548,173,1417,17,5,22,0,7,0,0,0,0,0,1,1,1
1957,8.558096,47.413032,8.544185,47.412732,844,1047,-19,11,6,0,9,0,1,0,0,0,0,0,1
1958,8.533314,47.37311,8.536068,47.377502,294,531,5,2,19,0,10,1,8,0,0,0,0,0,1
1959,8.516692,47.389777,8.544935,47.366752,1285,3328,-5,7,22,0,11,5,1,2,0,0,5,0,1
1960,8.548045,47.370869,8.54203,47.366923,4542,631,17,12,7,0,13,1,3,0,0,3,1,0,1
1961,8.536433,47.388689,8.531935,47.384918,295,539,22,2,4,1,11,0,5,0,0,0,4,0,1
1962,8.543768,47.411057,8.55845,47.43117,2146,2494,14,4,6,0,12,0,0,0,0,0,2,0,1
1963,8.530437,47.37271,8.527298,47.370141,395,371,-3,7,19,1,12,0,0,0,0,0,0,0,1
1964,8.541239,47.375991,8.533314,47.37311,815,677,3,14,11,0,17,1,1,0,0,0,2,0,1
1965,8.531836,47.378548,8.527298,47.370141,639,995,-12,2,19,0,11,0,0,0,0,0,1,0,1
1966,8.518143,47.363148,8.536068,47.377502,1077,2090,15,8,13,0,14,1,8,0,0,0,0,0,1
1967,8.518143,47.363148,8.518432,47.369549,386,712,3,3,7,1,11,0,0,0,0,0,2,0,1
1968,8.525782,47.365194,8.523818,47.377148,299,1337,6,6,9,0,18,2,2,0,0,0,0,0,1
1969,8.541251,47.378982,8.534974,47.402164,1596,2621,-54,10,30,0,15,0,0,0,0,0,1,0,1
1970,8.61865,47.39733,8.603989,47.395368,828,1125,-4,4,15,0,7,0,0,0,1,0,4,0,1
1971,8.536068,47.377502,8.530437,47.37271,3150,681,-5,2,7,0,18,1,2,1,0,0,0,0,1
1972,8.518143,47.363148,8.52174,47.365272,998,359,7,4,11,0,20,0,1,0,0,0,0,0,1
1973,8.538633,47.373935,8.544935,47.366752,1869,929,7,4,4,0,12,5,1,2,0,0,5,0,1
1974,8.528647,47.382083,8.515633,47.379584,638,1019,-6,4,7,0,13,0,3,1,0,0,0,0,1
1975,8.515633,47.379584,8.525782,47.365194,1278,1773,-6,6,35,0,10,0,1,0,0,0,2,0,1
1976,8.528796,47.383858,8.54203,47.366923,811,2130,4,12,20,0,13,1,3,0,0,3,1,0,1
1977,8.560476,47.368199,8.52174,47.365272,791,2935,35,-3,7,1,7,0,1,0,0,0,0,0,1
1978,8.527298,47.370141,8.536068,47.377502,467,1052,8,9,7,1,16,1,8,0,0,0,0,0,1
1979,8.510418,47.381356,8.514605,47.389862,125,997,7,10,7,0,7,0,2,0,0,0,1,0,1
1980,8.520449,47.388151,8.528647,47.382083,333,914,-4,4,6,1,14,1,2,0,0,0,1,0,1
1981,8.531836,47.378548,8.536068,47.377502,522,339,-4,7,4,0,13,1,8,0,0,0,0,0,1
1982,8.51817,47.391784,8.528647,47.382083,468,1336,-2,9,17,0,12,1,2,0,0,0,1,0,1
1983,8.535718,47.359675,8.548562,47.36691,467,1258,-7,6,6,1,15,7,4,0,0,0,2,0,1
1984,8.537971,47.364871,8.535082,47.345248,799,2193,6,1,20,1,19,0,1,0,0,0,0,0,1
1985,8.537729,47.379719,8.528796,47.383858,447,815,1,0,2,1,8,6,0,0,0,0,1,0,1
1986,8.531836,47.378548,8.533314,47.37311,448,615,-9,9,7,1,18,1,1,0,0,0,2,0,1
1987,8.516676,47.375819,8.514841,47.370238,684,636,-17,11,15,0,20,0,1,0,0,0,3,0,1
1988,8.515558,47.371868,8.542726,47.379952,961,2235,4,5,17,1,8,1,1,0,0,0,3,0,1
1989,8.523818,47.377148,8.531334,47.371359,1003,857,1,4,15,0,7,0,2,0,0,0,2,0,1
1990,8.536101,47.371083,8.531836,47.378548,1063,890,4,10,24,0,20,0,0,0,0,0,1,1,1
1991,8.528049,47.347701,8.525782,47.365194,2589,1953,12,9,4,0,15,0,1,0,0,0,2,0,1
1992,8.505698,47.391796,8.491061,47.392336,986,1103,4,13,30,0,18,0,0,0,0,0,1,0,1
1993,8.52689,47.3767,8.518432,47.369549,709,1019,-7,6,4,0,9,0,0,0,0,0,2,0,1
1994,8.528647,47.382083,8.520449,47.388151,370,914,4,4,6,1,14,3,3,0,0,0,0,0,1
1995,8.596202,47.397885,8.58841,47.40158,296,716,3,1,11,0,20,0,0,0,0,0,1,0,1
1996,8.520449,47.388151,8.52689,47.3767,1241,1363,-9,1,7,1,19,7,4,0,1,0,2,0,1
1997,8.497982,47.381447,8.522117,47.394554,1036,2329,-12,14,30,0,20,0,1,0,0,0,0,0,1
1998,8.544935,47.366752,8.535718,47.359675,424,1049,2,1,4,1,7,0,1,0,0,0,0,0,1
1999,8.527298,47.370141,8.536068,47.377502,466,1052,8,9,7,0,18,1,8,0,0,0,0,0,1
2000,8.535119,47.355189,8.530615,47.36479,629,1120,-10,5,19,0,19,3,6,0,0,0,4,0,1
2001,8.558096,47.413032,8.543768,47.411057,653,1100,-23,12,26,0,14,1,2,0,1,0,4,0,1
2002,8.514176,47.366371,8.520168,47.378556,978,1428,23,12,30,0,16,0,1,0,1,0,0,0,1
2003,8.554114,47.365119,8.560922,47.361907,437,625,-16,12,48,0,17,2,1,0,0,0,2,0,1
2004,8.523306,47.368939,8.534227,47.360004,737,1290,6,2,4,0,6,2,1,0,0,0,1,0,1
2005,8.520482,47.37209,8.515252,47.381915,456,1161,5,10,20,0,7,1,0,0,0,0,3,0,1
2006,8.531935,47.384918,8.548519,47.376756,1397,1544,-42,12,32,0,19,1,2,0,0,0,3,1,1
2007,8.523548,47.371666,8.525602,47.374241,188,325,1,11,6,0,9,3,4,0,0,0,2,0,1
2008,8.515633,47.379584,8.532432,47.381174,123,1277,8,4,6,0,14,0,0,0,0,0,2,0,1
2009,8.523722,47.3899,8.528647,47.382083,629,945,0,8,9,0,19,1,2,0,0,0,1,0,1
2010,8.525782,47.365194,8.530615,47.36479,303,367,5,8,13,0,14,3,6,0,0,0,4,0,1
2011,8.528796,47.383858,8.516692,47.389777,1996,1124,6,10,7,0,7,0,1,0,2,0,1,0,1
2012,8.541239,47.375991,8.515252,47.381915,727,2065,5,6,17,0,17,1,0,0,0,0,3,0,1
2013,8.596202,47.397885,8.58131,47.402801,391,1247,10,14,30,0,20,1,0,0,0,0,0,0,1
2014,8.531935,47.384918,8.520449,47.388151,503,936,9,10,7,0,6,3,3,0,0,0,0,0,1
2015,8.533647,47.39808,8.537729,47.379719,541,2065,62,9,4,0,11,0,0,0,0,0,1,0,1
2016,8.515633,47.379584,8.533314,47.37311,825,1514,1,2,4,1,11,1,1,0,0,0,2,0,1
2017,8.515558,47.371868,8.510405,47.389934,1011,2046,17,-3,7,1,8,1,0,0,0,0,0,0,1
2018,8.516676,47.375819,8.527138,47.387531,3822,1522,3,3,4,1,7,0,1,0,0,0,0,0,1
2019,8.527298,47.370141,8.531334,47.371359,787,333,3,0,2,1,8,0,2,0,0,0,2,0,1
2020,8.549356,47.408827,8.545296,47.409962,324,331,-6,7,13,0,15,4,1,0,0,0,2,0,1
2021,8.549356,47.408827,8.545602,47.417701,952,1026,4,7,13,0,15,0,0,0,0,0,1,0,1
2022,8.515252,47.381915,8.523548,47.371666,1246,1300,-2,6,4,0,9,4,3,0,0,0,5,0,1
2023,8.549852,47.35594,8.547781,47.361335,958,620,3,13,11,0,15,2,4,0,1,0,0,0,1
2024,8.518982,47.386741,8.510405,47.389934,353,737,4,2,19,0,7,0,0,0,0,0,1,0,1
2025,8.52174,47.365272,8.520449,47.388151,910,2546,12,2,15,0,8,3,3,0,0,0,0,0,1
2026,8.519782,47.37497,8.532432,47.381174,585,1176,8,3,6,0,10,0,0,0,0,0,2,0,1
2027,8.525782,47.365194,8.515252,47.381915,1417,2021,9,6,2,1,18,1,0,0,0,0,3,0,1
2028,8.560587,47.350578,8.560476,47.368199,1307,1959,-47,3,24,0,9,1,1,0,0,0,3,0,1
2029,8.533314,47.37311,8.510418,47.381356,996,1953,3,14,30,0,20,0,3,0,0,0,0,0,1
2030,8.518982,47.386741,8.514605,47.389862,410,479,4,6,15,0,10,0,2,0,0,0,1,0,1
2031,8.528796,47.383858,8.541251,47.378982,1198,1083,1,9,7,0,12,0,3,0,0,0,2,0,1
2032,8.525602,47.374241,8.510488,47.377153,779,1183,0,7,28,1,3,1,2,0,0,0,0,0,1
2033,8.494127,47.383639,8.49163,47.389823,440,713,13,5,7,1,14,0,1,0,0,0,0,0,1
2034,8.541453,47.397293,8.542036,47.394007,356,368,-5,2,19,0,7,0,1,0,0,0,0,1,1
2035,8.533736,47.366904,8.544935,47.366752,583,844,9,5,22,0,15,5,1,2,0,0,5,0,1
2036,8.531836,47.378548,8.557088,47.358557,821,2925,-16,6,19,0,14,1,0,0,0,0,1,0,1
2037,8.52689,47.3767,8.523548,47.371666,867,614,0,4,7,0,9,4,3,0,0,0,5,0,1
2038,8.515633,47.379584,8.518982,47.386741,286,835,7,4,15,0,7,2,1,0,0,0,3,0,1
2039,8.52306,47.359872,8.515558,47.371868,785,1449,2,8,4,0,14,1,1,0,0,0,2,0,1
2040,8.490837,47.386596,8.518982,47.386741,1116,2119,-4,4,22,0,6,2,1,0,0,0,3,0,1
2041,8.518982,47.386741,8.533647,47.39808,355,1676,-66,4,4,0,12,0,1,0,0,0,10,0,1
2042,8.537729,47.379719,8.528647,47.382083,463,733,3,10,7,0,6,1,2,0,0,0,1,0,1
2043,8.535082,47.345248,8.536068,47.377502,1470,3587,-2,4,7,0,15,1,8,0,0,0,0,0,1
2044,8.493822,47.398555,8.528796,47.383858,3068,3099,-10,10,9,0,14,6,0,0,0,0,1,0,1
2045,8.543447,47.375933,8.525782,47.365194,757,1788,-11,2,15,0,8,0,1,0,0,0,2,0,1
2046,8.493822,47.398555,8.512381,47.393409,633,1510,-2,5,19,1,7,1,0,0,0,0,1,0,1
2047,8.518143,47.363148,8.531836,47.378548,366,1999,19,4,4,1,10,0,0,0,0,0,1,1,1
2048,8.528796,47.383858,8.537729,47.379719,283,815,-1,5,13,0,5,0,0,0,0,0,1,0,1
2049,8.558096,47.413032,8.525602,47.374241,1732,4959,11,3,4,1,7,3,4,0,0,0,2,0,1
2050,8.494127,47.383639,8.516676,47.375819,2325,1908,0,6,2,1,18,6,3,1,0,0,1,0,1
2051,8.52689,47.3767,8.543447,47.375933,765,1250,4,4,30,0,7,20,2,0,0,0,2,0,1
2052,8.537971,47.364871,8.525602,47.374241,885,1398,0,5,22,0,18,3,4,0,0,0,2,0,1
2053,8.514605,47.389862,8.541251,47.378982,1215,2343,-6,5,11,1,16,0,3,0,0,0,2,0,1
2054,8.536068,47.377502,8.533647,47.39808,3211,2295,-65,11,15,0,15,0,1,0,0,0,10,0,1
2055,8.548562,47.36691,8.533736,47.366904,621,1117,-4,3,4,1,7,1,3,0,0,0,2,0,1
2056,8.510405,47.389934,8.497982,47.381447,672,1329,-7,4,7,0,15,1,0,0,0,0,0,0,1
2057,8.546464,47.403822,8.543768,47.411057,1485,830,22,12,9,0,14,1,2,0,1,0,4,0,1
2058,8.523549,47.392347,8.531836,47.378548,575,1656,2,10,7,0,7,0,0,0,0,0,1,1,1
2059,8.533736,47.366904,8.530437,47.37271,498,692,5,5,24,1,10,1,2,1,0,0,0,0,1
2060,8.535119,47.355189,8.544935,47.366752,1627,1483,-4,13,11,0,15,5,1,2,0,0,5,0,1
2061,8.510405,47.389934,8.510418,47.381356,627,954,-7,9,6,0,13,0,3,0,0,0,0,0,1
2062,8.541239,47.375991,8.488108,47.391366,5469,4350,18,7,6,1,18,1,1,0,0,0,3,0,1
2063,8.491061,47.392336,8.516692,47.389777,796,1950,-9,4,15,0,7,0,1,0,2,0,1,0,1
2064,8.510488,47.377153,8.516692,47.389777,751,1479,8,5,19,1,7,0,1,0,2,0,1,0,1
2065,8.534843,47.362594,8.548562,47.36691,448,1139,-1,8,6,1,17,7,4,0,0,0,2,0,1
2066,8.523722,47.3899,8.520449,47.388151,456,314,4,10,7,0,22,3,3,0,0,0,0,0,1
2067,8.520168,47.378556,8.523818,47.377148,349,316,-5,5,24,1,10,2,2,0,0,0,0,0,1
2068,8.527138,47.387531,8.52689,47.3767,2429,1204,-4,2,6,1,18,7,4,0,1,0,2,0,1
2069,8.523818,47.377148,8.528647,47.382083,1681,658,6,12,30,0,12,1,2,0,0,0,1,0,1
2070,8.534843,47.362594,8.536068,47.377502,864,1660,5,4,9,0,18,1,8,0,0,0,0,0,1
2071,8.541251,47.378982,8.510418,47.381356,697,2336,-1,8,15,0,16,0,3,0,0,0,0,0,1
2072,8.531836,47.378548,8.520449,47.388151,411,1369,0,2,6,1,18,3,3,0,0,0,0,0,1
2073,8.558096,47.413032,8.542036,47.394007,3800,2436,-61,2,0,0,9,0,1,0,0,0,0,1,1
2074,8.515633,47.379584,8.525782,47.365194,1111,1773,-6,4,17,0,9,0,1,0,0,0,2,0,1
2075,8.560922,47.361907,8.536068,47.377502,1282,2552,35,6,20,0,15,1,8,0,0,0,0,0,1
2076,8.525782,47.365194,8.530615,47.36479,337,367,5,2,19,0,17,3,6,0,0,0,4,0,1
2077,8.528796,47.383858,8.537729,47.379719,1488,815,-1,12,24,0,16,0,0,0,0,0,1,0,1
2078,8.515558,47.371868,8.531836,47.378548,517,1433,16,1,4,1,7,0,0,0,0,0,1,1,1
2079,8.516257,47.367656,8.525782,47.365194,522,768,20,1,4,0,5,0,1,0,0,0,2,0,1
2080,8.536068,47.377502,8.533314,47.37311,667,531,-5,9,41,0,5,1,1,0,0,0,2,0,1
2081,8.488108,47.391366,8.486002,47.396401,294,582,0,2,4,1,20,0,0,0,0,0,1,0,1
2082,8.523549,47.392347,8.519782,47.37497,1810,1953,-8,4,20,0,7,1,2,0,0,0,0,0,1
2083,8.519782,47.37497,8.515558,47.371868,285,469,-6,10,11,0,1,1,1,0,0,0,2,0,1
2084,8.536068,47.377502,8.518143,47.363148,2848,2090,-15,8,22,0,13,1,5,0,0,0,3,0,1
2085,8.53001,47.372475,8.536068,47.377502,358,721,5,6,4,1,16,1,8,0,0,0,0,0,1
2086,8.518982,47.386741,8.528049,47.347701,1304,4394,-25,6,17,0,17,0,1,0,1,0,0,0,1
2087,8.527138,47.387531,8.541251,47.378982,1315,1426,0,13,11,0,16,0,3,0,0,0,2,0,1
2088,8.514841,47.370238,8.534843,47.362594,1140,1730,16,7,6,0,12,0,4,0,0,1,0,0,1
2089,8.538633,47.373935,8.535119,47.355189,572,2101,11,5,9,0,6,0,1,0,0,0,0,0,1
2090,8.493822,47.398555,8.512381,47.393409,552,1510,-2,13,43,0,6,1,0,0,0,0,1,0,1
2091,8.528647,47.382083,8.49038,47.381591,2099,2882,-1,8,9,0,0,0,1,0,0,0,0,0,1
2092,8.519782,47.37497,8.525602,47.374241,2547,446,2,4,6,1,14,3,4,0,0,0,2,0,1
2093,8.536068,47.377502,8.525782,47.365194,756,1573,-12,12,13,0,10,0,1,0,0,0,2,0,1
2094,8.512381,47.393409,8.518982,47.386741,426,893,-5,9,7,1,16,2,1,0,0,0,3,0,1
2095,8.545505,47.373675,8.541239,47.375991,290,412,3,12,30,0,12,6,2,0,0,0,0,0,1
2096,8.548519,47.376756,8.518143,47.363148,1463,2743,32,12,30,0,16,1,5,0,0,0,3,0,1
2097,8.544935,47.366752,8.535718,47.359675,560,1049,2,0,0,0,8,0,1,0,0,0,0,0,1
2098,8.515633,47.379584,8.528796,47.383858,636,1099,4,7,4,0,9,6,0,0,0,0,1,0,1
2099,8.518982,47.386741,8.528647,47.382083,614,893,-1,-1,2,0,5,1,2,0,0,0,1,0,1
2100,8.505698,47.391796,8.528647,47.382083,648,2038,-9,5,2,1,19,1,2,0,0,0,1,0,1
2101,8.528796,47.383858,8.520168,47.378556,525,877,1,4,0,1,21,0,1,0,1,0,0,0,1
2102,8.518143,47.363148,8.514176,47.366371,2573,467,-9,11,6,0,16,0,0,0,0,0,1,0,1
2103,8.516676,47.375819,8.515633,47.379584,1042,426,-2,6,4,1,17,0,3,1,0,0,0,0,1
2104,8.536433,47.388689,8.52714,47.372329,2666,1949,23,8,7,0,7,2,0,0,0,0,0,0,1
2105,8.532432,47.381174,8.560587,47.350578,1179,4009,2,-3,7,1,7,0,0,0,0,0,4,0,1
2106,8.533736,47.366904,8.501312,47.379686,1004,2825,5,5,4,1,17,0,1,0,0,0,0,0,1
2107,8.533736,47.366904,8.542036,47.394007,3543,3078,-66,9,7,1,14,0,1,0,0,0,0,1,1
2108,8.531334,47.371359,8.536068,47.377502,177,771,5,4,2,1,20,1,8,0,0,0,0,0,1
2109,8.518432,47.369549,8.536068,47.377502,773,1596,12,5,22,0,7,1,8,0,0,0,0,0,1
2110,8.536433,47.388689,8.531935,47.384918,221,539,22,2,9,0,5,0,5,0,0,0,4,0,1
2111,8.525782,47.365194,8.523549,47.392347,1139,3024,14,10,22,0,21,0,2,0,0,0,1,0,1
2112,8.524762,47.385718,8.537729,47.379719,509,1182,-3,13,30,0,18,0,0,0,0,0,1,0,1
2113,8.518432,47.369549,8.520371,47.358664,2432,1219,-4,12,44,0,7,0,0,0,0,0,1,0,1
2114,8.52174,47.365272,8.516676,47.375819,584,1233,4,9,4,0,15,6,3,1,0,0,1,0,1
2115,8.51817,47.391784,8.531935,47.384918,608,1287,-7,10,11,1,17,0,5,0,0,0,4,0,1
2116,8.560922,47.361907,8.542146,47.387698,3898,3197,-21,11,32,0,9,0,3,0,0,0,0,0,1
2117,8.542726,47.379952,8.545505,47.373675,587,729,-3,8,15,0,15,3,2,0,0,0,0,0,1
2118,8.531836,47.378548,8.516676,47.375819,675,1181,-8,6,6,1,12,6,3,1,0,0,1,0,1
2119,8.531836,47.378548,8.520168,47.378556,835,879,-5,5,4,1,17,0,1,0,1,0,0,0,1
2120,8.544935,47.366752,8.530615,47.36479,609,1100,-6,4,20,0,7,3,6,0,0,0,4,0,1
2121,8.515633,47.379584,8.514605,47.389862,479,1146,11,5,26,0,9,0,2,0,0,0,1,0,1
2122,8.518143,47.363148,8.520482,47.37209,509,1010,7,4,6,1,12,0,2,0,0,0,0,0,1
2123,8.528049,47.347701,8.533736,47.366904,611,2178,14,4,30,0,7,1,3,0,0,0,2,0,1
2124,8.514138,47.374206,8.494127,47.383639,842,1836,9,6,28,0,13,0,4,0,0,0,2,0,1
2125,8.536068,47.377502,8.519782,47.37497,382,1258,-6,4,6,0,10,1,2,0,0,0,0,0,1
2126,8.542726,47.379952,8.536101,47.371083,951,1105,8,2,6,1,18,3,0,0,0,0,0,0,1
2127,8.518143,47.363148,8.533314,47.37311,196,1591,10,6,4,1,14,1,1,0,0,0,2,0,1
2128,8.518982,47.386741,8.52306,47.359872,1514,3003,-15,4,20,0,12,0,0,0,0,0,2,0,1
2129,8.527298,47.370141,8.536068,47.377502,603,1052,8,9,7,0,18,1,8,0,0,0,0,0,1
2130,8.510405,47.389934,8.530615,47.36479,1246,3183,-12,2,6,1,18,3,6,0,0,0,4,0,1
2131,8.536068,47.377502,8.519782,47.37497,195,1258,-6,5,11,1,16,1,2,0,0,0,0,0,1
2132,8.541251,47.378982,8.516692,47.389777,656,2204,5,6,4,1,11,0,1,0,2,0,1,0,1
2133,8.536068,47.377502,8.531836,47.378548,148,339,4,10,7,0,22,0,0,0,0,0,1,1,1
2134,8.528553,47.37423,8.51817,47.391784,981,2103,11,7,22,0,11,1,0,0,0,0,1,0,1
2135,8.514138,47.374206,8.516692,47.389777,525,1742,17,0,2,1,8,0,1,0,2,0,1,0,1
2136,8.507056,47.371455,8.531836,47.378548,820,2026,16,4,30,0,7,0,0,0,0,0,1,1,1
2137,8.528647,47.382083,8.535401,47.375864,420,858,-6,10,6,0,20,1,1,0,0,0,1,0,1
2138,8.49038,47.381591,8.488108,47.391366,755,1100,11,12,7,0,13,1,1,0,0,0,3,0,1
2139,8.525602,47.374241,8.516676,47.375819,390,695,0,9,7,1,18,6,3,1,0,0,1,0,1
2140,8.596202,47.397885,8.58841,47.40158,264,716,3,10,30,0,15,0,0,0,0,0,1,0,1
2141,8.548562,47.36691,8.533736,47.366904,237,1117,-4,4,20,0,7,1,3,0,0,0,2,0,1
2142,8.523549,47.392347,8.527138,47.387531,348,600,-3,4,15,0,6,0,1,0,0,0,0,0,1
2143,8.510488,47.377153,8.516676,47.375819,306,489,0,3,13,0,18,6,3,1,0,0,1,0,1
2144,8.518982,47.386741,8.515252,47.381915,767,606,-4,4,4,1,10,1,0,0,0,0,3,0,1
2145,8.528796,47.383858,8.537729,47.379719,275,815,-1,8,19,1,22,0,0,0,0,0,1,0,1
2146,8.527138,47.387531,8.491061,47.392336,1091,2768,14,4,15,0,7,0,0,0,0,0,1,0,1
2147,8.506823,47.407812,8.506474,47.418832,578,1226,63,8,2,0,10,0,0,0,1,0,3,0,1
2148,8.505698,47.391796,8.527138,47.387531,717,1682,-10,13,11,0,16,0,1,0,0,0,0,0,1
2149,8.533736,47.366904,8.488108,47.391366,2128,4382,20,-3,7,1,8,1,1,0,0,0,3,0,1
2150,8.552818,47.414558,8.558096,47.413032,314,432,9,3,24,0,13,0,1,0,0,0,0,0,1
2151,8.549852,47.35594,8.535718,47.359675,1205,1143,1,10,7,0,7,0,1,0,0,0,0,0,1
2152,8.536068,47.377502,8.525782,47.365194,895,1573,-12,5,22,1,11,0,1,0,0,0,2,0,1
2153,8.554114,47.365119,8.560476,47.368199,1114,589,-24,11,19,0,12,1,1,0,0,0,3,0,1
2154,8.544935,47.366752,8.541239,47.375991,259,1064,-7,2,32,0,16,6,2,0,0,0,0,0,1
2155,8.488108,47.391366,8.523818,47.377148,979,3119,-16,3,13,0,18,2,2,0,0,0,0,0,1
2156,8.531836,47.378548,8.520168,47.378556,528,879,-5,10,7,1,15,0,1,0,1,0,0,0,1
2157,8.535401,47.375864,8.507056,47.371455,872,2190,-6,6,6,0,19,1,0,0,0,0,0,0,1
2158,8.518982,47.386741,8.505698,47.391796,405,1147,8,0,9,1,10,0,0,0,0,0,1,0,1
2159,8.528074,47.393309,8.524762,47.385718,137,880,23,5,26,0,9,0,0,0,0,0,0,1,1
2160,8.548562,47.36691,8.533736,47.366904,633,1117,-4,10,7,0,7,1,3,0,0,0,2,0,1
2161,8.530615,47.36479,8.519782,47.37497,654,1395,1,4,15,0,7,1,2,0,0,0,0,0,1
2162,8.516676,47.375819,8.514605,47.389862,753,1569,9,3,26,0,9,0,2,0,0,0,1,0,1
2163,8.55033,47.407098,8.556346,47.409547,709,528,18,10,13,0,13,1,0,0,0,0,0,0,1
2164,8.557088,47.358557,8.533736,47.366904,722,1989,2,3,6,0,8,1,3,0,0,0,2,0,1
2165,8.539046,47.368064,8.52174,47.365272,413,1340,3,6,4,0,23,0,1,0,0,0,0,0,1
2166,8.554501,47.36162,8.543447,47.375933,716,1796,13,5,22,0,4,20,2,0,0,0,2,0,1
2167,8.520449,47.388151,8.512381,47.393409,430,843,2,6,32,0,12,1,0,0,0,0,1,0,1
2168,8.527298,47.370141,8.531334,47.371359,251,333,3,-3,7,1,8,0,2,0,0,0,2,0,1
2169,8.523549,47.392347,8.531836,47.378548,675,1656,2,9,7,1,16,0,0,0,0,0,1,1,1
2170,8.516257,47.367656,8.532432,47.381174,938,1935,34,6,13,1,17,0,0,0,0,0,2,0,1
2171,8.496511,47.375247,8.538633,47.373935,1569,3175,-2,10,30,0,15,5,0,0,0,0,1,0,1
2172,8.486002,47.396401,8.493822,47.398555,372,636,-2,5,4,0,20,0,1,0,0,0,3,0,1
2173,8.537729,47.379719,8.533265,47.412873,7047,3702,-26,8,7,0,11,0,0,0,0,0,0,1,1
2174,8.541251,47.378982,8.559534,47.370839,1039,1648,-46,5,2,1,19,0,1,0,0,0,0,0,1
2175,8.536068,47.377502,8.528553,47.37423,568,673,-9,5,19,1,7,3,3,0,0,0,1,0,1
2176,8.510405,47.389934,8.520168,47.378556,878,1463,-6,4,9,0,19,0,1,0,1,0,0,0,1
